user,user_profile,date_review,title,rating,type_visit,num_contributions,review,review_cleaned,year,month
Richard P,U503GKrichardp,2014-05-29,Superbe souvenir,5.0,friends,17,"Venus en soirée pour une occasion particulière, nous avons investi un petit salon pour une dizaine de personnes, à l'étage supérieur.
Accueil remarquable par une pléthore d'employés ...et par le chef qui nous rendra visite à deux reprises.
Le menu dégustation exceptionnel toujours avec un service irréprochable, ce qui n'est pas toujours évident dans ce type d'établissement.
Des plats impressionnants à la carte (araignée de mer et homard notamment), le tout accompagnés de vins également à la hauteur conseillés par la sommelière.
Ambiance sympa et décontractée, les serveurs se mettant au diapason, preuve s'il en est que le cadre n'oblige pas à une soirée guindée. Nous sommes partis un peu tard (désolés), profitant au maximum de cette soirée mémorable.",venus soirée occasion particulière avon investi petit salon dizaine personnes létage supérieur accueil remarquable pléthore demployés chef rendra visite deux reprises menu dégustation exceptionnel toujours service irréprochable nest toujours évident type détablissement plat impressionnants carte araignée mer homard notamment tout accompagnés vins également hauteur conseillés sommelière ambiance sympa décontractée serveurs mettant diapason preuve sil cadre noblige soirée guindée somme partis peu tard désolés profitant maximum cette soirée mémorable,2014,5
CASTELNEUVIENS,CASTELNEUVIENS,2014-05-20,Nous y retournerons...un soir !,5.0,couples,132,"Excellent déjeuner. Nous avons pris le menu classique et vraiment que des éloges du début à la fin. Remarquable entrée foi gras/artichaut, plusieurs textures, des saveurs très prononcées avec le velouté, les petits grains de sel qui relèvent le tout, bref le top. Le Paris Brest revisité est sans doute le meilleur que j'ai pu mangé. Nous avons été conseillé pour le vin avec une bouteille de Bourgogne à 60 € mais il est vrai que le prix des boissons s'envolent vite. Nous étions dans un petit salon ou il manquaient un peu ""d'intimité"". Le service est bien, discret et efficace. Petite déception sur la qualité du pain. Nous y retournerons un soir pour confirmé notre très bonne première impression.",excellent déjeuner avon pris menu classique vraiment éloges début fin remarquable entrée foi grasartichaut plusieurs texture saveurs très prononcées velouté petits grain sel relèvent tout bref top paris brest revisité sans doute meilleur jai mangé avon conseillé vin bouteille bourgogne vrai prix boissons senvolent vite petit salon manquaient peu dintimité service bien discret efficace petite déception qualité pain retournerons soir confirmé très bonne première impression,2014,5
elisa692014,elisa692014,2014-05-18,un voyage culinaire,4.0,couples,84,"quel souvenir que la mère brazier!ici on ne lésine pas sur la crème et le beurre mais que c'est bon...une mousseline de brochet et un homard sans fausse note, le choix des fromages fondé sur leur caractère et non leur fruité les rend tres interessants...(nous avons d'ailleurs gouté à l'epoisse au marc de bourgogne qui fut une decouverte des plus déroutantes...)
j'ai seulement regretté mon dessert, un soufflé au grand marnier très bien exécuté, un appareil simple et efficace mais très (trop) gros et difficile a finir...un petit sorbet n'aurait pas été de refus pour faire passer celui ci...
Comme l'endroit est assez confiné je reproche au personnel d'etre trop présent au niveau de la surveillance du bon déroulement j ai cru a certains moments etre confonté a...des agents de sécurité!",quel souvenir mère brazierici lésine crème beurre cest bonune mousseline brochet homard sans fausse note choix fromages fondé caractère non fruité rend tres interessantsnous avon dailleurs gouté lepoisse marc bourgogne decouverte plus déroutantes jai seulement regretté dessert soufflé grand marnier très bien exécuté appareil simple efficace très trop gros difficile finirun petit sorbet naurait refus faire passer celui comme lendroit assez confiné reproche personnel detre trop présent niveau surveillance bon déroulement cru certains moment etre confonté ade agent sécurité,2014,5
nicole s,nicoles105,2014-05-16,Triste soirée,2.0,friends,4,"Nos parent on connue la mère brasier, nous avons connue jacotte, nous nous fessions une joie d’allée redécouvrir cette institution, pour un restaurant qui compte 2 étoiles au guide Michelin, on sa tendais à quelle que chose d’inoubliable et bien rien ,qui vous marque à par addition 1000 euros à 4, les prix des vins sont exorbitant  , tros de personnelles les tables sont tros proche on se sent épier à chaque bouché je suis étonné que ce restaurant est put conservé c'est 2 étoiles, le chef people devrais se remettre au fourneau pour essaye  de nous faire voyage .",parent connue mère brasier avon connue jacotte fessions joie dallée redécouvrir cette institution restaurant compte étoiles guide michelin tendais quelle chose dinoubliable bien rien marque addition euro prix vins exorbitant tros personnelles table tros proche sent épier chaque bouché étonné restaurant put conservé cest étoiles chef people devrais remettre fourneau essaye faire voyage,2014,5
Lourdoueix31,Lourdoueix31,2014-05-11,Décevant ...,3.0,couples,32,"Nous nous réjouissions de pouvoir venir dîner dans cet établissement dont la bonne réputation est vantée par tous ... hélas nous avons été déçus ...
D'abord la décoration est quelque peu anxiogène : aux barreaux des fenêtres s'ajoutent des rayures verticales omniprésentes ... et la proximité des tables ôte toute intimité possible pour un dîner en tête-à-tête.
D'autre part, Il n'y avait vraiment rien d'exceptionnel dans notre assiette qui du moins soit en rapport avec le prix : les asperges vertes, jambon et escargots, beurre aux herbes sont loin de valoir les 55 euros annoncés !
Il est vrai que le chef n'était pas là ce soir là, puisque les serveurs disaient à qui voulait l'entendre qu'il se trouvait au Noma ...
Seul point positif : le Paris-Brest qui était vraiment très abouti !
Bref une grande déception !",réjouissions pouvoir venir dîner cet établissement dont bonne réputation vantée tous hélas avon déçus dabord décoration quelque peu anxiogène barreaux fenêtres sajoutent rayures verticales omniprésentes proximité table ôte toute intimité possible dîner têteàtête dautre part vraiment rien dexceptionnel assiette moins rapport prix asperges vertes jambon escargot beurre herbes loin valoir euro annoncés vrai chef nétait soir puisque serveurs disaient voulait lentendre quil trouvait noma seul point positif parisbrest vraiment très abouti bref grande déception,2014,5
Stephane R,stephaner425,2014-04-26,3 étoiles,5.0,No information,2,"Voilà vraiment un restaurant qui mérite 3 étoiles tant les mets sont succulents, l'accueil et le service irréprochables et en plus dans un cadre exceptionnel. J'applaudis vraiment des 2 mains. ",voilà vraiment restaurant mérite étoiles tant mets succulent laccueil service irréprochables plus cadre exceptionnel japplaudis vraiment main,2014,4
apdNice,apdNice,2014-04-26,Peut mieux faire,4.0,couples,97,"Excellent accueil, service impeccable, de larges espaces entre les tables (malgré la relative exiguïté de ce lieu vénérable), atmosphère à la fois feutrée et vivante, bref, on s'y sent bien tout de suite. Toutefois, après le repas, on reste un peu dubitatif, le choix de plats était bien composé, la présentation des assiettes on ne peut plus exquise... alors que manquait-t-il ? Une meilleure mise en valeur des goûts ! Sur les 6 plats qui nous ont été servis, sans compter les amuse gueule et autres mignardises, 5 étaient plutôt fades. Il serait souhaitable que le Chef magnifie un peu mieux les produits qu'il cuisine. Le vin est cher.",excellent accueil service impeccable large espaces entre table malgré relative exiguïté lieu vénérable atmosphère fois feutrée vivante bref sent bien tout suite toutefois après repas reste peu dubitatif choix plat bien composé présentation assiettes peut plus exquise alors manquaittil meilleure mise valeur goûts plat servis sans compter amuse gueule autres mignardises plutôt fade souhaitable chef magnifie peu mieux produits quil cuisine vin cher,2014,4
Jean P,jeanleon83,2014-04-25,pas à la hauteur de la réputation,3.0,couples,27,"La nouvelle déco est particulièrement bien réussie, Hélas la cuisine n'est pas à la hauteur le canard commandé rosé est arrivé beaucoup trop cuit, le dessert était banal.
Très belle carte des vins.

PS il parait que le chef était absent ce jour ...",nouvelle déco particulièrement bien réussie hélas cuisine nest hauteur canard commandé rosé arrivé beaucoup trop cuit dessert banal très belle carte vins parait chef absent jour,2014,4
pom42,pom42,2014-04-20,excellent diner,4.0,couples,16,"diner en amoureux pour la st valentin , repas excellent , service tres professionnel sans etre pesant .nous reviendrons",diner amoureux valentin repas excellent service tres professionnel sans etre pesant reviendrons,2014,4
Corinne GK,CorinneGK,2014-04-19,une excellente adresse gastronomique à Lyon,4.0,couples,293,"pour l'anniversaire de mon bb, j'avais réservé 1 semaine avant 
accueil très agréable, salles et salons simple et sobres côté déco
un service attentif mais encore à perfectionner (miettes sur la table durant tout le repas, tranches de fromages cassées) dommage car adorable, 
une sommelière pétillante qui met en valeur les vins de sa région et qui est digne d'un 3*, dommage qu'il n'y ait pas de champagne non dosé pour l'apéritif,
nous avons choisi à la carte, artichaut et foie gras revu depuis Eugénie, le velouté avec le petit ""sandwich"" et le cromesquis sont étonnant et parfaits, la tranche foie gras-artichaut divine mais trop épaisse et copieuse, le plat homard et ris de veau est sublime avec des petits pois frais et en purée est à mon avis le plus abouti et digne d'un 3*,
 l'assiette de fromages a été valorisée par trois vins différents, un bel essai
pas de desserts mais d'excellentes mignardises (dont celle aux chocolats et caramel beurre salé craquante)
encore du travail sur quelques plats avant d'atteindre la 3*, notamment sur l'araignée de mer, foie gras-artichaut, service, mais vous allez y arriver !
en tout cas c'était un grand moment de la gastronomie lyonnaise et dans une vieille maison qui restera un excellent souvenir",lanniversaire javais réservé semaine avant accueil très agréable salles salon simple sobres côté déco service attentif encore perfectionner miettes table durant tout repas tranche fromages cassées dommage car adorable sommelière pétillante met valeur vins région digne dun dommage quil champagne non dosé lapéritif avon choisi carte artichaut foie gras revu depuis eugénie velouté petit sandwich cromesquis étonnant parfait tranche foie grasartichaut divine trop épaisse copieuse plat homard veau sublime petits poi frais purée avis plus abouti digne dun lassiette fromages valorisée trois vins différents bel essai dessert dexcellentes mignardises dont celle chocolats caramel beurre salé craquante encore travail quelques plat avant datteindre notamment laraignée mer foie grasartichaut service allez arriver tout cétait grand moment gastronomie lyonnaise vieille maison restera excellent souvenir,2014,4
