user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
bboillot;bboillot;1 février 2024;Décor exceptionnel;3.0;family;6;"On se nourrit dans un endroit exceptionnel…
Les plats ne sont pas goûteux et la qualité est plutôt moyenne 
Le service est très professionnel";Le Grand Réfectoire
Cicio F;ciciof2017;1 février 2024;Belle expérience;5.0;couples;11;"Très belle expérience dans une très belle salle historique nous avons déguster de très bon plats savoureux et bien présentés. 
Avec un service parfait";Le Grand Réfectoire
Aurelia B;779aureliab;31 janvier 2024;Très agréable;4.0;family;2;Parfait pour une famille avec enfants, repas très correcte, service impeccable, tout cela dans un magnifique cadre ! À refaire;Le Grand Réfectoire
Salomé C;salom_c366;30 janvier 2024;un endroit parfait pour fêter un événement en famille ou marquer le coup autour de bons menus faits par le chef;4.0;family;2;Prix abordables pour une très (très) bonne cuisine dans un cadre épurée et agréable. Nous avons passé un très bon moment en famille;Le Grand Réfectoire
Alexandra;alexandra9560;28 janvier 2024;Je recommande !;5.0;couples;5;Un cadre exceptionnel, pour un excellent dîner ! Le service est attentionné mais reste discret, les plats sont délicieux et raffinés, merci beaucoup!;Le Grand Réfectoire
Laurent B;LaurentB401;27 janvier 2024;Excellent moment;5.0;couples;2;Le restaurant n'est pas si facile que cela a trouver, dans le dédale de l'Hôtel Dieu, et l'entrée est peu mise en évidence. Le dîner (menu Collection) était excellent, le Souskaï de Sériole très surprenant mais excellent, la suite plus classique. Service agréable et rapide, c'est une adresse à recommander.;Le Grand Réfectoire
Toukilik;Toukilik;27 janvier 2024;Très bon mais portions très petites;4.0;family;33;Très bon mais peu de choix et portions très petites (notamment la quenelle de rillettes de raie et la joue de bœuf), dessert un peu trop sucré;Le Grand Réfectoire
sylvain2308;sylvain2308;27 janvier 2024;Excellente adresse;5.0;business;3206;Magnifique cadre! Accueil très agréable et souriant. Service efficace. Bonne cuisine savoureuse pour un prix tres correct. Bien situé en plein centre pres des rues commercantes. Une très bonne adresse. On reviendra;Le Grand Réfectoire
Roam55815046198;Roam55815046198;26 janvier 2024;Allez-y !;5.0;family;1;Même si l'endroit est très spacieux, on déjeuner dans une ambiance plutôt calme et ça c'est vraiment bien. La cuisine est bonne le service au top ! Donc n'hésitez pas, allez y !;Le Grand Réfectoire
Toudia I;toudiai;26 janvier 2024;Excellent restaurant mais peu copieux!;4.0;friends;1;1er fois qu'on mange dans votre restaurant. Endroit charmant, cosy et dépaysant. Excellent accueil,serveurs agréables et courtois. Néanmoins un peu déçu d'où le 4/5. Le plat principal était excellent mais pas assez copieux. Deux personnes à côté notre table ont pris le même plat et nous avons été surpris par leurs assiettes bien plus pleines que les nôtres. ( Noix de Saint-Jacques avec un vrai accompagnement pour eux). Pour 86euros, nos assiettes du plat principal étaient bien vides. Nous sommes malheureusement restez sur notre faim. Un peu dommage !;Le Grand Réfectoire
mélanie o;m_lanieo265;24 janvier 2024;Forte recommandation;5.0;family;1;"Vraiment très bien, le cadre, l'accueil,  le service, les.plats.
Je recommande fortement pour celles et ceux qui aiment les beaux monument et la bonne cuisine";Le Grand Réfectoire
Pierre G;pierregT710JI;24 janvier 2024;Une cuisine élégante dans un cadre superbe !;4.0;family;1;"Nous avons passé au Grand Réfectoire une très belle soirée.
Au menu ""Découvertes"", cuisine toute en finesse et en élégance, qui réalise un bel équilibre entre la simplicité et la sophistication, ce qui n'est pas toujours le cas, y compris chez certains ""chefs"" très (trop) médiatisés.
Le service est impeccable, rapide et attentionné, mais on sent ces jeunes gens si concentrés et appliqués qu'ils en oublient parfois de sourire.
Par rapport à la haute tenue de la table, le montant de l'addition est tout à fait raisonnable.
Quant au cadre, il est tout simplement ... impressionant de beauté !
Deux petits bémols : une petite assiette pour chaque convive qui éviterait de poser son pain sur la table ou dans son assiette serait la bienvenue et l'odeur désagréable qui règne dans les toilettes surprend dans un cadre aussi beau et raffiné.
Mais ... nous reviendrons certainement déguster l'oeuf ""Marcel"" et les autres belles promesses de la carte !
Pierre G.";Le Grand Réfectoire
Domino1;Domacha1;24 janvier 2024;Une découverte décevante;3.0;friends;13;"Trés beau cadre. À midi beaucoup de monde et c'est trés sonore.
Service pas terrible, des jeunes pas trés professionnels .
Repas correct sans plus.
Plutôt déçus donc.";Le Grand Réfectoire
Léonore P;l_onorep2024;23 janvier 2024;Cadre sympa mais expérience mitigée;3.0;couples;1;L’endroit est superbe et atypique et à découvrir mais dommage que le service ne soit pas au rendez-vous. Le personnel est jeune, peu agréable ni professionnel. Les plats sont relativement bons et bien présentés mais le menu est assez chers surtout pour manger des plats à base de pâtes.;Le Grand Réfectoire
brigitte b;brigittebG2849DS;23 janvier 2024;Parfaite;5.0;friends;3;Endroit agréable,  accueil parfait, plats appétissants et délicieux,  ambiance calme et non sonore : très bon moment;Le Grand Réfectoire
Marion B;F5462HZmarionb;23 janvier 2024;Décevant;3.0;couples;6;J ai l habitude d y aller. Expériences décevantes récemment. Les portions sont vraiment très réduites. Service un peu pénible (le serveur revenait toutes les 5mn pour la commande).;Le Grand Réfectoire
Daru C;daruc2024;23 janvier 2024;Une bonne première expérience;5.0;friends;1;Première fois que je dînais dans un restaurant de ce standing et je ne suis vraiment pas déçu. Pour la qualité des plats les prix sont raisonnables. Je recommande vivement !;Le Grand Réfectoire
Alain V;C4299EGalainv;22 janvier 2024;Dîner avec amis;4.0;friends;5;"Habitué de venir le midi, le soir toujours aussi tranquille !
Repas correct
Toilettes en réparation !";Le Grand Réfectoire
arnaud j;804arnaudj;20 janvier 2024;expéditif;3.0;family;2;Le service expéditif et le rapport qualité/prix : pas au rendez vous, gâchent l'expérience d'un cadre magnifique qui vaut le détour.;Le Grand Réfectoire
Solène A;sosoplus;20 janvier 2024;Bel endroit et bonne cuisine;4.0;couples;1;"Très bel endroit, très bons plats (bémol pour les crozets, qui n’ont pas grand intérêt)
Service rapide et discret.";Le Grand Réfectoire
Armelle D;227armelled;20 janvier 2024;""" Féter la fin de ma chimio """;4.0;couples;1;"C'était la 1ere fois et un reve depuis des années, de venir manger dans cet endroit.
j' ai pris le menu entrée/plat/dessert à 26 euros, et plus tard, jai vu que l'on m'avait compté le dessert à 5 euros !! ce qui m'a fait 23 + 5 = 29 euros
mon mari avait pris le menu entrée/ plat à 23 euros, et a préféré le fromage, sur la note était noté 9 euros, et j'ai trouvé quand meme un peu élévé !! 23 + 9 = 32 euros
voila, pour cela un peu déçue, mais sinon le repas était sympa.";Le Grand Réfectoire
Nicole D;C6061MEnicoled;20 janvier 2024;Excellent rapport qualité/ prix. Subtilité des alliances dans les plats, cuisson parfaite, service présent et discret.;5.0;family;2;Endroit parfait, un seul regret, le grand vitrail non éclairé n'a pu être apprécié par mes invités. 1 menu et 3 cartes, plats très appréciés.;Le Grand Réfectoire
Emmanuelle G;537emmanuelleg;20 janvier 2024;Excellente;5.0;couples;1;"Nous avons passé un excellent moment au Réfectoire. 
L’équipe était disponible et à notre écoute. 
Les plats étaient excellents, avec un coup de cœur pour l’entrée au porc courge et châtaigne. L’équilibre des saveurs était remarquable. 
Félicitations au Chef ! 

Merci pour cette belle expérience. 
Je reviendrai avec plaisir.";Le Grand Réfectoire
Stay11071440875;Stay11071440875;20 janvier 2024;Anniversaire;4.0;family;1;"Très beau décor .
Je ne m'attendais pas à cette ambiance tamisée.
Je m'attendais à une ambiance ""brasserie""
Vu certains avis.";Le Grand Réfectoire
Jeremy B;JeremyB2956;19 janvier 2024;Dîner;4.0;couples;1;"Un très bon repas.
Un bon service. Je recommande ce restaurant.
Petit bémol j'avais indiqué que c'était pour un anniversaire mais il n'y a pas eu une attention particulière.";Le Grand Réfectoire
Aurelia H;aurelya0616;19 janvier 2024;Un voyage gastronomique;5.0;couples;1;"Nous sommes venus fêter notre première année de couple dans ce restaurant.
On voyage dès qu'on pénètre dans l'hôtel dieu, un lieu chargé d'histoire.
Le restaurant est une suite logique.
Lumière tamisée, un accueil qui annonce la qualité de ce lieu...
Des plats les plus savoureux les uns que les autres , une découverte gastronomique à chaque bouchée...
C'était parfait";Le Grand Réfectoire
thierry b;thierrybW3773OH;19 janvier 2024;top sensoriel;4.0;business;1;Cuisine parfaite et innovante seule l'acoustique est un peu mise à rude épreuve par l'importante et méritée fréquentation;Le Grand Réfectoire
Isabel S;isabelsantelices;18 janvier 2024;Bonne expérience;4.0;friends;4;J'aime beaucoup ce restaurant. Tout est parfait, sauf les toilettes qui ont (depuis l'ouverture du restaurant) une odeur à renfermé et à égouts en contradiction avec la qualité du restaurant. SVP pensez à une extraction de l'air!;Le Grand Réfectoire
Eva G;evagA3013ZW;18 janvier 2024;Nous avons été déçus;3.0;family;1;"Decevant... Personnel malheureusement peu formé, qui se trompe sur les ingrédients présents dans les plats auprès des clients et familiarités. 
Ce n'est malheureusement pas digne d'un restaurant du Michelin
Un peu la sensation d'avoir financé simplement le cadre.
Dommage...";Le Grand Réfectoire
Jessica P;jessicapJ6973CW;18 janvier 2024;Restaurant modern;4.0;friends;1;Le service est top, l'endroit convivial, malheureusement pas facile à trouver pour le premier visit. Très bien pour un déjeuner simple et bonne qualité.;Le Grand Réfectoire
Corinne D;Q1145VLcorinned;16 janvier 2024;Janvier 2024;5.0;business;1;Très bel endroit - personnel souriant et agréable - plats succulents - je recommande - j'y retournerai avec grand plaisir;Le Grand Réfectoire
Catherine F;catherinefZ7272IK;16 janvier 2024;agréable;3.0;friends;1;"CADRE MAGNIFIQUE
MAIS ENTREE DECEVANTE ET SERVICE PAS A LA HAUTEUR (ON NOUS ANNONCE UN VELOUTE DE CAROTTES A LA PLACE D'UN VELOUTE DE CHOU FLEUR...) 
en revanche le plat était très bon";Le Grand Réfectoire
Chirine E;chirinee;15 janvier 2024;Bon mais trop lent;3.0;family;52;Nourriture excellente mais le service est beaucoup trop lent et le prix est élevé pour ce que nous avons commandé. Les vins ouverts étaient médiocres cela ne devrait pas être le cas pour un restaurant qui a ces prétentions.;Le Grand Réfectoire
CHAVAL C;chavalc2024;15 janvier 2024;Nous avons bien mangé et bien discuté en tête à tête;5.0;family;1;Gand-Mère avec ma petite fille de 22 ans pour un moment privilégié, entrée, plat dessert tout à fait correcte rapport qualité prix;Le Grand Réfectoire
Jean-Paul H;TrailBlazer401162;15 janvier 2024;Certainement pas la meilleure adresse à Lyon.;3.0;family;4;"A l'occasion d'un anniversaire, nous avons dîné au Grand Réfectoire, et je dois dire qu'après le premier amuse-bouche, qui était délicieux, nous avons été très déçus voire même agacés :
si la cuisine, bien qu'un peu décevante si on tient compte de la notoriété du Chef, reste de très bonne facture et de grande qualité, le lieu qui bénéficie d'une histoire incomparable et d'une architecture remarquable, est très mal mis en valeur. Mais ce qui est le pire, c'est le service qui est déplorable, les serveurs ne communiquent pas entre eux, ne sont pas à l'écoute du client, ne suivent pas le cours du repas, on est donc obligé de réclamer à plusieurs reprises le vin, l'eau, l'arrivée des plats, etc. pourtant ils ne sont pas surchargés de travail, on les voit discuter entre eux, rire, prendre tout leur temps, ... 
Pas un seul geste, sinon un petit digestif pour s'excuser des dysfonctions, 
Je m'arrête là, je vous fais grâce des problèmes au moment de l'établissement du devis, mais très franchement, il y a mille lieux bien mieux, plus agréables et qui pour le même prix vous feront passer un bien meilleur moment, surtout pour fêter un anniversaire (le restaurant n'a même pas eu un petit geste pour fêter les 80 ans de la personne qui invitait).";Le Grand Réfectoire
David D;ddeevid;14 janvier 2024;Un dîner parfait;5.0;family;11;"Apéritif pris à l’Officine dans une ambiance cosy. 
Repas excellent, service impeccable et le tout dans un cadre historique et magnifique.";Le Grand Réfectoire
Choubidouwhapwhap;amandinet852;14 janvier 2024;Bons moments culinaires;4.0;business;24;"Lieu plein d’histoire , comme la salle est très haute de plafond , il y a beaucoup de bruits . Cela ne nous a pas dérangé car nous étions nombreux mais en petit comité cela peu gêner.

Plats fins et très bons. Petit bémol pour le poireau plein de sable …mais sinon tout était parfait.

Serveurs très sympathiques.

Nous avons passé un très bon moment !";Le Grand Réfectoire
